athlete_id,event_date,event_type,description,impact_rating,career_phase
ATH_0533,2021-07-03,Competition,Participated in triathlon,3,Advanced
ATH_0533,2024-02-29,Competition,Participated in triathlon,8,Advanced
ATH_0533,2016-02-14,Personal achievement,Personal achievement event,7,Advanced
ATH_0533,2019-06-06,Personal best,Personal best event,7,Advanced
ATH_0533,2015-05-27,Personal best,Personal best event,10,Advanced
ATH_0533,2018-08-15,Education,Education event,5,Advanced
ATH_0533,2015-09-07,Personal achievement,Personal achievement event,5,Advanced
ATH_0533,2014-07-23,Coach change,Coach change event,5,Advanced
ATH_0533,2017-01-19,Team change,Team change event,8,Advanced
ATH_0533,2016-09-23,Competition,Participated in local race,9,Advanced
ATH_0533,2014-01-26,Family event,Family event event,5,Advanced
ATH_0533,2019-10-19,Injury recovery,Injury recovery event,7,Advanced
ATH_0534,2023-06-26,Sponsorship deal,Sponsorship deal event,4,Beginner
ATH_0534,2024-08-02,Major competition,Major competition event,6,Beginner
ATH_0534,2024-11-02,Injury recovery,Injury recovery event,6,Beginner
ATH_0534,2023-06-18,Team change,Team change event,10,Beginner
ATH_0535,2022-03-07,Competition,Participated in regional qualifier,6,Intermediate
ATH_0535,2024-06-27,Personal achievement,Personal achievement event,6,Intermediate
ATH_0535,2023-07-12,Career change,Started new position,6,Intermediate
ATH_0535,2021-05-20,Major competition,Major competition event,5,Intermediate
ATH_0535,2021-07-02,Major competition,Major competition event,7,Intermediate
ATH_0535,2021-01-25,Coach change,Coach change event,5,Intermediate
ATH_0535,2024-04-06,Coach change,Coach change event,1,Intermediate
ATH_0535,2021-10-01,Coach change,Coach change event,7,Intermediate
ATH_0535,2023-11-23,Personal achievement,Personal achievement event,4,Intermediate
ATH_0535,2022-09-22,Major competition,Major competition event,7,Intermediate
ATH_0536,2024-08-22,Injury recovery,Injury recovery event,3,Intermediate
ATH_0536,2022-12-12,Sponsorship deal,Sponsorship deal event,3,Intermediate
ATH_0536,2020-09-29,Education,Education event,4,Intermediate
ATH_0536,2021-01-04,Training camp,Training camp event,6,Intermediate
ATH_0536,2019-08-18,Family event,Family event event,5,Intermediate
ATH_0536,2021-08-19,Training camp,Training camp event,5,Intermediate
ATH_0536,2023-05-29,Team change,Team change event,6,Intermediate
ATH_0536,2022-02-06,Location change,Relocated to new city,6,Intermediate
ATH_0536,2024-11-13,Personal best,Personal best event,3,Intermediate
ATH_0536,2023-12-13,Personal best,Personal best event,6,Intermediate
ATH_0536,2019-09-13,Training milestone,Reached 100km month,6,Intermediate
ATH_0536,2023-12-02,Injury recovery,Injury recovery event,6,Intermediate
ATH_0536,2023-03-25,Competition,Participated in triathlon,6,Intermediate
ATH_0537,2024-02-27,Education,Education event,6,Beginner
ATH_0537,2024-06-06,Race victory,Won division title,1,Beginner
ATH_0538,2022-01-02,Training milestone,Reached 100km month,8,Intermediate
ATH_0538,2024-08-23,Competition,Participated in triathlon,6,Intermediate
ATH_0538,2020-11-28,Personal best,Personal best event,3,Intermediate
ATH_0538,2022-09-29,Career change,Started new position,4,Intermediate
ATH_0538,2020-09-26,Career change,Started new position,5,Intermediate
ATH_0538,2020-04-11,Location change,Relocated to new city,1,Intermediate
ATH_0538,2019-07-20,Personal best,Personal best event,6,Intermediate
ATH_0538,2019-06-02,Sponsorship deal,Sponsorship deal event,6,Intermediate
ATH_0539,2023-11-28,Retirement consideration,Retirement consideration event,6,Semi-Pro
ATH_0539,2024-07-10,Family event,Family event event,4,Semi-Pro
ATH_0539,2019-11-11,Competition,Participated in triathlon,5,Semi-Pro
ATH_0539,2020-09-09,Training camp,Training camp event,3,Semi-Pro
ATH_0539,2018-03-03,Training milestone,Reached personal best,5,Semi-Pro
ATH_0539,2024-09-08,Retirement consideration,Retirement consideration event,7,Semi-Pro
ATH_0539,2019-12-18,Training milestone,Reached personal best,8,Semi-Pro
ATH_0539,2022-02-02,Personal best,Personal best event,6,Semi-Pro
ATH_0539,2020-10-17,Injury recovery,Injury recovery event,7,Semi-Pro
ATH_0539,2023-09-18,Team change,Team change event,7,Semi-Pro
ATH_0539,2018-12-11,Coach change,Coach change event,6,Semi-Pro
ATH_0539,2023-09-06,Education,Education event,5,Semi-Pro
ATH_0539,2024-02-16,Training milestone,Reached consistency streak,7,Semi-Pro
ATH_0539,2022-12-14,Location change,Relocated to new city,7,Semi-Pro
ATH_0539,2024-05-22,Personal achievement,Personal achievement event,7,Semi-Pro
ATH_0539,2021-09-16,Personal achievement,Personal achievement event,4,Semi-Pro
ATH_0539,2018-04-15,Retirement consideration,Retirement consideration event,5,Semi-Pro
ATH_0539,2023-04-27,Team change,Team change event,3,Semi-Pro
ATH_0539,2024-07-30,Sponsorship deal,Sponsorship deal event,7,Semi-Pro
ATH_0540,2019-08-11,Race victory,Won division title,8,Advanced
ATH_0540,2019-09-09,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0540,2019-03-16,Location change,Relocated to new city,5,Advanced
ATH_0540,2022-06-26,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0540,2019-06-07,Sponsorship deal,Sponsorship deal event,4,Advanced
ATH_0540,2022-01-28,Training camp,Training camp event,6,Advanced
ATH_0540,2023-12-18,Race victory,Won age group,5,Advanced
ATH_0540,2024-12-23,Personal best,Personal best event,6,Advanced
ATH_0540,2024-08-06,Injury recovery,Injury recovery event,8,Advanced
ATH_0540,2024-08-12,Education,Education event,7,Advanced
ATH_0540,2024-04-28,Career change,Started new position,7,Advanced
ATH_0540,2022-05-10,Career change,Started new position,3,Advanced
ATH_0540,2021-06-27,Education,Education event,5,Advanced
ATH_0541,2022-10-02,Retirement consideration,Retirement consideration event,1,Intermediate
ATH_0541,2020-04-12,Personal achievement,Personal achievement event,8,Intermediate
ATH_0541,2022-11-06,Career change,Started new position,1,Intermediate
ATH_0541,2018-08-26,Competition,Participated in local race,8,Intermediate
ATH_0541,2021-11-24,Family event,Family event event,6,Intermediate
ATH_0541,2023-06-22,Location change,Relocated to new city,8,Intermediate
ATH_0541,2023-02-21,Competition,Participated in championship,7,Intermediate
ATH_0541,2024-09-14,Race victory,Won local race,5,Intermediate
ATH_0541,2018-07-07,Team change,Team change event,2,Intermediate
ATH_0541,2021-10-27,Race victory,Won age group,3,Intermediate
ATH_0541,2019-12-20,Career change,Started new position,7,Intermediate
ATH_0541,2021-06-06,Major competition,Major competition event,6,Intermediate
ATH_0541,2021-12-21,Coach change,Coach change event,6,Intermediate
ATH_0541,2019-05-03,Family event,Family event event,7,Intermediate
ATH_0541,2019-01-16,Race victory,Won local race,7,Intermediate
ATH_0541,2019-07-12,Training milestone,Reached 100km month,3,Intermediate
ATH_0541,2022-07-01,Training milestone,Reached consistency streak,7,Intermediate
ATH_0541,2021-10-17,Personal achievement,Personal achievement event,4,Intermediate
ATH_0542,2024-10-18,Team change,Team change event,4,Beginner
ATH_0542,2024-11-16,Race victory,Won division title,6,Beginner
ATH_0542,2024-02-11,Injury recovery,Injury recovery event,8,Beginner
ATH_0543,2023-10-08,Education,Education event,5,Advanced
ATH_0543,2021-02-12,Major competition,Major competition event,5,Advanced
ATH_0543,2021-04-24,Training camp,Training camp event,4,Advanced
ATH_0543,2024-08-01,Personal achievement,Personal achievement event,7,Advanced
ATH_0543,2023-10-22,Personal achievement,Personal achievement event,6,Advanced
ATH_0543,2024-05-19,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0543,2020-01-07,Location change,Relocated to new city,6,Advanced
ATH_0543,2021-01-06,Family event,Family event event,7,Advanced
ATH_0543,2018-02-11,Major competition,Major competition event,5,Advanced
ATH_0543,2024-05-01,Coach change,Coach change event,6,Advanced
ATH_0543,2021-08-01,Injury recovery,Injury recovery event,5,Advanced
ATH_0544,2021-08-05,Personal best,Personal best event,7,Intermediate
ATH_0544,2023-06-06,Training milestone,Reached 500km total,6,Intermediate
ATH_0544,2023-06-18,Training camp,Training camp event,7,Intermediate
ATH_0544,2021-11-30,Coach change,Coach change event,6,Intermediate
ATH_0544,2021-11-20,Competition,Participated in local race,10,Intermediate
ATH_0544,2024-01-29,Retirement consideration,Retirement consideration event,6,Intermediate
ATH_0544,2023-01-27,Major competition,Major competition event,7,Intermediate
ATH_0544,2021-02-20,Coach change,Coach change event,7,Intermediate
ATH_0545,2018-06-06,Team change,Team change event,6,Elite Amateur
ATH_0545,2018-12-12,Training milestone,Reached 1000km milestone,1,Elite Amateur
ATH_0545,2017-07-06,Education,Education event,6,Elite Amateur
ATH_0545,2018-11-22,Injury recovery,Injury recovery event,7,Elite Amateur
ATH_0545,2017-07-29,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0545,2021-06-13,Family event,Family event event,4,Elite Amateur
ATH_0545,2021-07-14,Team change,Team change event,6,Elite Amateur
ATH_0545,2024-05-11,Career change,Started new position,8,Elite Amateur
ATH_0545,2022-01-04,Competition,Participated in triathlon,2,Elite Amateur
ATH_0545,2020-04-19,Personal achievement,Personal achievement event,6,Elite Amateur
ATH_0545,2021-10-08,Career change,Started new position,7,Elite Amateur
ATH_0545,2022-12-31,Location change,Relocated to new city,5,Elite Amateur
ATH_0545,2019-08-24,Training camp,Training camp event,2,Elite Amateur
ATH_0545,2020-04-17,Retirement consideration,Retirement consideration event,9,Elite Amateur
ATH_0545,2016-07-28,Competition,Participated in local race,5,Elite Amateur
ATH_0546,2019-10-04,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0546,2020-07-28,Coach change,Coach change event,4,Advanced
ATH_0546,2024-04-03,Injury recovery,Injury recovery event,7,Advanced
ATH_0546,2016-04-11,Injury recovery,Injury recovery event,6,Advanced
ATH_0546,2022-08-28,Coach change,Coach change event,8,Advanced
ATH_0546,2016-09-10,Retirement consideration,Retirement consideration event,4,Advanced
ATH_0546,2023-07-13,Personal best,Personal best event,3,Advanced
ATH_0546,2018-05-26,Coach change,Coach change event,6,Advanced
ATH_0546,2024-04-04,Education,Education event,4,Advanced
ATH_0546,2020-02-26,Career change,Started new position,7,Advanced
ATH_0546,2024-06-08,Training camp,Training camp event,5,Advanced
ATH_0546,2019-05-31,Sponsorship deal,Sponsorship deal event,3,Advanced
ATH_0546,2022-07-10,Family event,Family event event,9,Advanced
ATH_0546,2019-09-19,Career change,Started new position,6,Advanced
ATH_0546,2024-12-29,Family event,Family event event,6,Advanced
ATH_0546,2019-03-19,Family event,Family event event,6,Advanced
ATH_0546,2023-06-29,Injury recovery,Injury recovery event,5,Advanced
ATH_0546,2022-06-04,Personal best,Personal best event,5,Advanced
ATH_0546,2023-04-30,Sponsorship deal,Sponsorship deal event,5,Advanced
ATH_0546,2022-01-02,Personal achievement,Personal achievement event,4,Advanced
ATH_0546,2022-11-21,Education,Education event,5,Advanced
ATH_0546,2020-06-18,Training camp,Training camp event,6,Advanced
ATH_0547,2024-07-13,Injury recovery,Injury recovery event,3,Advanced
ATH_0547,2021-05-01,Education,Education event,7,Advanced
ATH_0547,2022-04-15,Location change,Relocated to new city,4,Advanced
ATH_0547,2019-01-18,Career change,Started new position,6,Advanced
ATH_0547,2019-10-26,Retirement consideration,Retirement consideration event,4,Advanced
ATH_0547,2020-02-07,Location change,Relocated to new city,5,Advanced
ATH_0547,2024-05-09,Team change,Team change event,6,Advanced
ATH_0548,2022-02-20,Sponsorship deal,Sponsorship deal event,8,Intermediate
ATH_0548,2023-04-03,Family event,Family event event,5,Intermediate
ATH_0548,2022-07-02,Coach change,Coach change event,6,Intermediate
ATH_0548,2023-09-01,Competition,Participated in triathlon,8,Intermediate
ATH_0548,2024-01-06,Personal best,Personal best event,7,Intermediate
ATH_0548,2021-05-11,Education,Education event,5,Intermediate
ATH_0548,2024-06-28,Location change,Relocated to new city,5,Intermediate
ATH_0548,2024-05-30,Personal achievement,Personal achievement event,4,Intermediate
ATH_0548,2023-03-07,Race victory,Won division title,3,Intermediate
ATH_0549,2024-05-29,Competition,Participated in championship,7,Advanced
ATH_0549,2019-11-18,Training milestone,Reached 100km month,6,Advanced
ATH_0549,2014-04-05,Training milestone,Reached consistency streak,5,Advanced
ATH_0549,2016-08-08,Family event,Family event event,8,Advanced
ATH_0549,2017-03-21,Training camp,Training camp event,5,Advanced
ATH_0549,2022-07-23,Location change,Relocated to new city,7,Advanced
ATH_0549,2021-10-02,Injury recovery,Injury recovery event,6,Advanced
ATH_0549,2016-12-17,Coach change,Coach change event,8,Advanced
ATH_0549,2023-03-12,Education,Education event,6,Advanced
ATH_0549,2016-12-21,Career change,Started new position,8,Advanced
ATH_0549,2021-04-14,Training milestone,Reached consistency streak,4,Advanced
ATH_0549,2015-08-26,Location change,Relocated to new city,7,Advanced
ATH_0549,2024-08-10,Injury recovery,Injury recovery event,6,Advanced
ATH_0549,2024-03-14,Competition,Participated in regional qualifier,6,Advanced
ATH_0549,2019-06-20,Personal achievement,Personal achievement event,7,Advanced
ATH_0549,2015-03-05,Retirement consideration,Retirement consideration event,3,Advanced
ATH_0549,2021-06-18,Family event,Family event event,6,Advanced
ATH_0549,2018-12-03,Personal best,Personal best event,7,Advanced
ATH_0549,2024-06-25,Competition,Participated in championship,9,Advanced
ATH_0549,2019-06-24,Location change,Relocated to new city,6,Advanced
ATH_0549,2020-03-28,Injury recovery,Injury recovery event,4,Advanced
ATH_0550,2022-04-19,Retirement consideration,Retirement consideration event,9,Advanced
ATH_0550,2014-12-09,Location change,Relocated to new city,1,Advanced
ATH_0550,2014-02-27,Location change,Relocated to new city,4,Advanced
ATH_0550,2016-05-18,Personal best,Personal best event,5,Advanced
ATH_0550,2012-03-07,Race victory,Won division title,4,Advanced
ATH_0550,2016-05-31,Personal achievement,Personal achievement event,7,Advanced
ATH_0550,2020-06-07,Education,Education event,9,Advanced
ATH_0550,2012-04-02,Location change,Relocated to new city,2,Advanced
ATH_0550,2017-03-20,Coach change,Coach change event,5,Advanced
ATH_0550,2024-07-18,Personal best,Personal best event,6,Advanced
ATH_0550,2012-07-30,Competition,Participated in marathon,5,Advanced
ATH_0550,2016-09-22,Race victory,Won local race,5,Advanced
ATH_0550,2019-01-11,Personal best,Personal best event,2,Advanced
ATH_0550,2022-02-06,Family event,Family event event,3,Advanced
ATH_0550,2015-05-30,Location change,Relocated to new city,8,Advanced
ATH_0550,2014-10-20,Race victory,Won age group,9,Advanced
ATH_0550,2015-01-26,Injury recovery,Injury recovery event,5,Advanced
ATH_0550,2018-10-02,Coach change,Coach change event,5,Advanced
ATH_0551,2023-06-16,Retirement consideration,Retirement consideration event,6,Beginner
ATH_0551,2024-03-03,Coach change,Coach change event,5,Beginner
ATH_0551,2024-05-26,Race victory,Won local race,4,Beginner
ATH_0551,2024-01-29,Training camp,Training camp event,7,Beginner
ATH_0551,2023-08-14,Race victory,Won local race,4,Beginner
ATH_0552,2023-07-25,Training camp,Training camp event,5,Beginner
ATH_0552,2024-04-20,Career change,Started new position,7,Beginner
ATH_0552,2024-03-20,Race victory,Won division title,9,Beginner
ATH_0552,2024-05-03,Team change,Team change event,5,Beginner
ATH_0552,2024-08-29,Training milestone,Reached personal best,7,Beginner
ATH_0553,2024-01-09,Family event,Family event event,8,Beginner
ATH_0554,2018-07-25,Team change,Team change event,3,Intermediate
ATH_0554,2024-01-13,Injury recovery,Injury recovery event,5,Intermediate
ATH_0554,2021-09-15,Family event,Family event event,5,Intermediate
ATH_0554,2018-09-25,Personal best,Personal best event,8,Intermediate
ATH_0554,2021-02-16,Race victory,Won age group,8,Intermediate
ATH_0554,2019-11-17,Coach change,Coach change event,4,Intermediate
ATH_0554,2021-07-20,Retirement consideration,Retirement consideration event,9,Intermediate
ATH_0554,2021-05-04,Injury recovery,Injury recovery event,4,Intermediate
ATH_0554,2023-09-29,Race victory,Won age group,9,Intermediate
ATH_0554,2023-02-14,Injury recovery,Injury recovery event,6,Intermediate
ATH_0554,2024-12-25,Team change,Team change event,8,Intermediate
ATH_0554,2024-10-18,Injury recovery,Injury recovery event,3,Intermediate
ATH_0554,2021-10-25,Training camp,Training camp event,8,Intermediate
ATH_0554,2024-12-04,Major competition,Major competition event,4,Intermediate
ATH_0554,2018-05-21,Location change,Relocated to new city,9,Intermediate
ATH_0554,2019-06-13,Race victory,Won division title,5,Intermediate
ATH_0554,2019-03-11,Personal best,Personal best event,7,Intermediate
ATH_0555,2012-02-15,Major competition,Major competition event,5,Elite Amateur
ATH_0555,2013-09-05,Location change,Relocated to new city,8,Elite Amateur
ATH_0555,2020-11-09,Training milestone,Reached 500km total,8,Elite Amateur
ATH_0555,2024-12-04,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0555,2022-10-25,Retirement consideration,Retirement consideration event,5,Elite Amateur
ATH_0555,2012-11-16,Personal best,Personal best event,7,Elite Amateur
ATH_0555,2005-09-15,Training milestone,Reached volume record,4,Elite Amateur
ATH_0555,2015-03-26,Training camp,Training camp event,6,Elite Amateur
ATH_0555,2015-03-21,Training milestone,Reached personal best,6,Elite Amateur
ATH_0555,2011-10-28,Retirement consideration,Retirement consideration event,6,Elite Amateur
ATH_0555,2006-04-10,Location change,Relocated to new city,8,Elite Amateur
ATH_0555,2021-11-27,Team change,Team change event,5,Elite Amateur
ATH_0555,2023-09-19,Location change,Relocated to new city,7,Elite Amateur
ATH_0555,2022-08-13,Sponsorship deal,Sponsorship deal event,6,Elite Amateur
ATH_0555,2022-09-10,Major competition,Major competition event,8,Elite Amateur
ATH_0555,2014-11-14,Family event,Family event event,7,Elite Amateur
ATH_0555,2021-02-13,Training camp,Training camp event,6,Elite Amateur
ATH_0555,2019-10-27,Family event,Family event event,4,Elite Amateur
ATH_0555,2009-06-10,Sponsorship deal,Sponsorship deal event,5,Elite Amateur
ATH_0555,2020-12-30,Major competition,Major competition event,8,Elite Amateur
ATH_0555,2007-12-01,Sponsorship deal,Sponsorship deal event,7,Elite Amateur
ATH_0555,2009-03-28,Personal best,Personal best event,5,Elite Amateur
ATH_0555,2009-10-30,Personal best,Personal best event,10,Elite Amateur
ATH_0555,2013-06-11,Location change,Relocated to new city,10,Elite Amateur
ATH_0555,2017-10-23,Sponsorship deal,Sponsorship deal event,3,Elite Amateur
ATH_0555,2017-06-09,Training camp,Training camp event,5,Elite Amateur
ATH_0555,2010-10-04,Education,Education event,6,Elite Amateur
ATH_0555,2024-05-26,Competition,Participated in regional qualifier,3,Elite Amateur
ATH_0555,2020-04-04,Coach change,Coach change event,3,Elite Amateur
ATH_0555,2012-02-25,Career change,Started new position,8,Elite Amateur
ATH_0555,2016-09-27,Coach change,Coach change event,6,Elite Amateur
ATH_0555,2015-07-29,Team change,Team change event,4,Elite Amateur
ATH_0555,2016-07-19,Personal achievement,Personal achievement event,5,Elite Amateur
ATH_0555,2017-05-01,Injury recovery,Injury recovery event,9,Elite Amateur
ATH_0555,2019-11-25,Competition,Participated in triathlon,7,Elite Amateur
ATH_0555,2019-07-15,Location change,Relocated to new city,6,Elite Amateur
ATH_0555,2007-07-19,Career change,Started new position,4,Elite Amateur
ATH_0555,2017-09-19,Training milestone,Reached personal best,9,Elite Amateur
ATH_0556,2023-06-26,Career change,Started new position,6,Elite Amateur
ATH_0556,2018-02-17,Location change,Relocated to new city,6,Elite Amateur
ATH_0556,2023-10-29,Injury recovery,Injury recovery event,1,Elite Amateur
ATH_0556,2023-10-26,Sponsorship deal,Sponsorship deal event,7,Elite Amateur
ATH_0556,2024-08-31,Training milestone,Reached 1000km milestone,1,Elite Amateur
ATH_0556,2021-06-03,Race victory,Won local race,5,Elite Amateur
ATH_0556,2018-06-07,Competition,Participated in international competition,9,Elite Amateur
ATH_0556,2018-07-03,Location change,Relocated to new city,8,Elite Amateur
ATH_0556,2017-12-29,Training camp,Training camp event,4,Elite Amateur
ATH_0556,2019-09-04,Injury recovery,Injury recovery event,8,Elite Amateur
ATH_0556,2024-10-06,Injury recovery,Injury recovery event,4,Elite Amateur
ATH_0556,2023-07-13,Personal best,Personal best event,1,Elite Amateur
ATH_0556,2019-07-19,Career change,Started new position,8,Elite Amateur
ATH_0556,2024-06-08,Retirement consideration,Retirement consideration event,3,Elite Amateur
ATH_0556,2021-05-16,Family event,Family event event,4,Elite Amateur
ATH_0556,2019-07-18,Sponsorship deal,Sponsorship deal event,7,Elite Amateur
ATH_0557,2024-01-28,Personal best,Personal best event,5,Advanced
ATH_0557,2024-06-26,Competition,Participated in triathlon,4,Advanced
ATH_0557,2020-02-15,Location change,Relocated to new city,7,Advanced
ATH_0557,2023-06-20,Training milestone,Reached personal best,5,Advanced
ATH_0557,2022-07-02,Career change,Started new position,2,Advanced
ATH_0557,2019-08-04,Family event,Family event event,6,Advanced
ATH_0557,2021-12-12,Training milestone,Reached 500km total,7,Advanced
ATH_0557,2024-02-15,Competition,Participated in triathlon,3,Advanced
ATH_0558,2024-04-09,Career change,Started new position,8,Beginner
ATH_0558,2024-09-01,Location change,Relocated to new city,1,Beginner
ATH_0558,2024-03-08,Training milestone,Reached 100km month,8,Beginner
ATH_0559,2019-08-11,Sponsorship deal,Sponsorship deal event,6,Advanced
ATH_0559,2023-08-07,Personal achievement,Personal achievement event,7,Advanced
ATH_0559,2019-03-01,Retirement consideration,Retirement consideration event,6,Advanced
ATH_0559,2016-02-04,Career change,Started new position,6,Advanced
ATH_0559,2016-10-13,Career change,Started new position,4,Advanced
ATH_0559,2017-07-08,Team change,Team change event,5,Advanced
ATH_0559,2019-11-16,Training camp,Training camp event,3,Advanced
ATH_0559,2016-01-24,Family event,Family event event,3,Advanced
ATH_0559,2017-01-31,Family event,Family event event,5,Advanced
ATH_0559,2019-05-20,Competition,Participated in triathlon,7,Advanced
ATH_0559,2022-05-07,Personal achievement,Personal achievement event,4,Advanced
ATH_0559,2023-07-20,Location change,Relocated to new city,8,Advanced
ATH_0559,2018-02-28,Retirement consideration,Retirement consideration event,2,Advanced
ATH_0559,2019-05-16,Coach change,Coach change event,6,Advanced
ATH_0559,2023-09-27,Family event,Family event event,4,Advanced
ATH_0559,2021-04-19,Sponsorship deal,Sponsorship deal event,7,Advanced
ATH_0559,2020-04-26,Personal best,Personal best event,6,Advanced
ATH_0559,2018-12-21,Education,Education event,7,Advanced
ATH_0559,2024-12-02,Retirement consideration,Retirement consideration event,6,Advanced
ATH_0559,2019-08-15,Career change,Started new position,4,Advanced
ATH_0559,2016-04-13,Competition,Participated in regional qualifier,6,Advanced
ATH_0560,2021-12-30,Injury recovery,Injury recovery event,6,Intermediate
ATH_0560,2023-06-17,Race victory,Won local race,2,Intermediate
ATH_0560,2023-03-16,Race victory,Won local race,2,Intermediate
ATH_0560,2023-07-11,Personal best,Personal best event,6,Intermediate
ATH_0560,2023-07-01,Injury recovery,Injury recovery event,8,Intermediate
ATH_0560,2022-01-09,Career change,Started new position,5,Intermediate
ATH_0560,2021-10-30,Location change,Relocated to new city,3,Intermediate
ATH_0561,2011-10-01,Training milestone,Reached 100km month,4,Advanced
ATH_0561,2015-05-31,Career change,Started new position,7,Advanced
ATH_0561,2023-05-08,Personal achievement,Personal achievement event,6,Advanced
ATH_0561,2010-06-25,Career change,Started new position,7,Advanced
ATH_0561,2023-05-18,Family event,Family event event,6,Advanced
ATH_0561,2021-04-28,Career change,Started new position,4,Advanced
ATH_0561,2018-11-08,Personal achievement,Personal achievement event,6,Advanced
ATH_0561,2024-07-07,Team change,Team change event,4,Advanced
ATH_0561,2022-03-20,Team change,Team change event,4,Advanced
ATH_0561,2016-01-14,Coach change,Coach change event,7,Advanced
ATH_0561,2013-01-19,Injury recovery,Injury recovery event,6,Advanced
ATH_0561,2022-06-01,Personal best,Personal best event,4,Advanced
ATH_0561,2021-08-29,Family event,Family event event,6,Advanced
ATH_0561,2018-12-14,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0561,2024-03-09,Training camp,Training camp event,9,Advanced
ATH_0561,2024-08-21,Sponsorship deal,Sponsorship deal event,8,Advanced
ATH_0561,2024-03-25,Training milestone,Reached 500km total,4,Advanced
ATH_0561,2024-10-25,Career change,Started new position,7,Advanced
ATH_0561,2017-08-11,Competition,Participated in marathon,4,Advanced
ATH_0561,2023-02-19,Location change,Relocated to new city,5,Advanced
ATH_0561,2017-06-12,Team change,Team change event,6,Advanced
ATH_0562,2015-05-21,Career change,Started new position,5,Advanced
ATH_0562,2024-10-18,Education,Education event,5,Advanced
ATH_0562,2015-06-30,Sponsorship deal,Sponsorship deal event,3,Advanced
ATH_0562,2019-01-27,Education,Education event,6,Advanced
ATH_0562,2019-10-08,Training camp,Training camp event,9,Advanced
ATH_0562,2024-07-24,Training camp,Training camp event,7,Advanced
ATH_0562,2015-10-28,Education,Education event,7,Advanced
ATH_0562,2017-06-25,Major competition,Major competition event,6,Advanced
ATH_0562,2017-12-29,Injury recovery,Injury recovery event,6,Advanced
ATH_0562,2024-08-01,Training camp,Training camp event,4,Advanced
ATH_0562,2016-07-14,Coach change,Coach change event,4,Advanced
ATH_0562,2015-07-22,Family event,Family event event,6,Advanced
ATH_0562,2017-11-26,Retirement consideration,Retirement consideration event,10,Advanced
ATH_0562,2023-11-04,Competition,Participated in local race,6,Advanced
ATH_0562,2022-09-07,Family event,Family event event,2,Advanced
ATH_0562,2022-08-23,Race victory,Won division title,6,Advanced
ATH_0562,2017-07-02,Major competition,Major competition event,6,Advanced
ATH_0562,2017-11-21,Team change,Team change event,7,Advanced
ATH_0562,2020-01-23,Injury recovery,Injury recovery event,3,Advanced
ATH_0563,2023-07-29,Race victory,Won division title,7,Advanced
ATH_0563,2021-10-01,Training milestone,Reached 500km total,5,Advanced
ATH_0563,2021-05-05,Major competition,Major competition event,4,Advanced
ATH_0563,2015-02-11,Training camp,Training camp event,4,Advanced
ATH_0563,2017-04-05,Major competition,Major competition event,5,Advanced
ATH_0563,2021-03-08,Family event,Family event event,6,Advanced
ATH_0563,2020-04-13,Career change,Started new position,5,Advanced
ATH_0563,2022-07-18,Retirement consideration,Retirement consideration event,10,Advanced
ATH_0563,2018-08-25,Personal achievement,Personal achievement event,4,Advanced
ATH_0563,2023-04-18,Sponsorship deal,Sponsorship deal event,9,Advanced
ATH_0563,2021-06-19,Injury recovery,Injury recovery event,7,Advanced
ATH_0563,2023-04-26,Training camp,Training camp event,3,Advanced
ATH_0563,2019-02-12,Competition,Participated in triathlon,4,Advanced
ATH_0563,2021-10-26,Retirement consideration,Retirement consideration event,7,Advanced
ATH_0563,2019-07-16,Education,Education event,4,Advanced
ATH_0563,2015-03-29,Personal best,Personal best event,7,Advanced
ATH_0563,2016-03-26,Major competition,Major competition event,3,Advanced
ATH_0563,2024-11-24,Education,Education event,2,Advanced
ATH_0563,2016-12-30,Family event,Family event event,8,Advanced
ATH_0563,2022-11-04,Family event,Family event event,4,Advanced
ATH_0563,2020-07-01,Retirement consideration,Retirement consideration event,8,Advanced
ATH_0563,2020-01-23,Coach change,Coach change event,4,Advanced
ATH_0563,2020-07-27,Career change,Started new position,3,Advanced
ATH_0563,2023-07-20,Training milestone,Reached volume record,2,Advanced
ATH_0564,2024-05-16,Injury recovery,Injury recovery event,1,Elite Amateur
ATH_0564,2024-01-07,Education,Education event,5,Elite Amateur
ATH_0565,2024-05-18,Major competition,Major competition event,6,Intermediate
ATH_0565,2023-12-09,Coach change,Coach change event,6,Intermediate
ATH_0565,2023-05-08,Education,Education event,3,Intermediate
ATH_0565,2021-06-20,Training camp,Training camp event,6,Intermediate
ATH_0565,2021-03-25,Sponsorship deal,Sponsorship deal event,7,Intermediate
ATH_0565,2023-08-01,Retirement consideration,Retirement consideration event,4,Intermediate
ATH_0565,2024-03-03,Major competition,Major competition event,4,Intermediate
ATH_0565,2021-07-04,Team change,Team change event,9,Intermediate
ATH_0565,2023-07-28,Family event,Family event event,9,Intermediate
ATH_0566,2022-02-01,Coach change,Coach change event,7,Intermediate
ATH_0566,2020-05-26,Education,Education event,5,Intermediate
